age,annual_income,is_salaried,investment_80c,investment_80d,home_loan_interest,education_loan_interest,donations_80g,other_deductions,standard_deduction,taxable_old,tax_old,taxable_new,tax_new,best_regime
56,221104,1,20958,2806,14728,282,124,511,50000,131695,0.0,206376,0.0,old
38,170319,1,6811,921,10655,147,195,1693,50000,99897,0.0,159664,0.0,old
68,4481957,1,150000,50000,312016,10596,7328,38407,50000,3975626,1045395.31,4281957,1013570.58,new
21,139737,1,8539,1426,2345,178,206,811,50000,76232,0.0,137392,0.0,old
27,840059,1,92277,5194,42584,2511,2757,7460,50000,637276,41553.41,797475,30937.4,new
35,1284212,1,118387,17353,64282,4410,1970,7186,50000,1020624,123434.69,1219930,87345.44,new
60,747166,0,49906,5200,43408,1281,338,4686,0,642347,42608.18,703758,21190.83,new
45,667981,1,27670,3003,44104,1895,1128,5178,50000,535003,20280.62,623877,0.0,new
45,143904,1,5768,1540,6108,82,86,1210,50000,79110,0.0,137796,0.0,old
30,890617,1,19069,10264,25356,150,887,6083,50000,778808,70992.06,865261,37987.14,new
53,121512,1,11982,802,1877,158,420,844,50000,55429,0.0,119635,0.0,old
65,975649,1,116258,5783,37846,2099,1227,9971,50000,752465,65512.72,937803,45531.51,new
68,2502556,1,68700,24133,128733,3295,2501,19464,50000,2205730,493187.76,2373823,418232.78,new
34,440650,1,10431,5363,13106,142,421,2703,50000,358484,0.0,427544,0.0,old
62,911805,1,30361,16633,24795,1242,3128,6719,50000,778927,71016.82,887010,40249.04,new
64,164625,1,17713,1610,17227,517,186,238,50000,77134,0.0,147398,0.0,old
19,332097,1,35471,5154,14686,852,10,843,50000,225081,0.0,317411,0.0,old
43,847752,1,44630,16609,56010,858,72,2193,50000,677380,49895.04,791742,30341.17,new
47,197316,0,10743,676,2745,750,380,1538,0,180484,0.0,194571,0.0,old
18,217382,1,1595,3067,14504,488,549,1099,50000,146080,0.0,202878,0.0,old
35,3257698,1,45092,33848,104068,3611,5370,18829,50000,2996880,740026.56,3153630,661532.56,new
42,243210,0,22747,718,13495,382,1326,1216,0,203326,0.0,229715,0.0,old
32,4353309,1,150000,50000,173177,12776,12305,22307,50000,3882744,1016416.13,4180132,981801.18,new
23,3010516,1,78302,20570,14628,4510,3412,4639,50000,2834455,689349.96,2995888,612317.06,new
36,269416,1,18041,3480,23767,265,58,0,50000,173805,0.0,245649,0.0,old
31,567060,1,39543,5104,21968,1088,1366,1232,50000,446759,0.0,545092,0.0,old
34,2775504,1,150000,28290,201980,0,4702,353,50000,2342159,535753.61,2575504,481157.25,new
33,491028,1,17815,1479,33990,952,1401,0,50000,385391,0.0,457038,0.0,old
57,1877332,1,36822,23537,64734,0,3118,6384,50000,1692737,333133.94,1812598,243130.58,new
32,270033,1,9190,2914,15524,714,362,1388,50000,189941,0.0,254509,0.0,old
66,2880669,0,150000,50000,382767,9772,15643,28834,0,2426420,562043.04,2680669,513968.73,new
18,97565,0,3878,679,0,228,0,917,0,91863,0.0,97565,0.0,old
22,339901,1,20595,4961,25257,275,412,1783,50000,236618,0.0,314644,0.0,old
58,3208808,1,150000,30228,159258,9722,10323,18901,50000,2780376,672477.31,3049550,629059.6,new
40,4449485,0,150000,50000,313406,9811,16705,8111,0,4014858,1057635.7,4249485,1003439.32,new
61,125108,1,10656,1633,119,330,464,585,50000,61321,0.0,124989,0.0,old
62,765965,1,85495,1936,30810,1806,2817,3329,50000,589772,31672.58,735155,24456.12,new
65,297677,1,7136,794,0,58,0,2079,50000,237610,0.0,297677,0.0,old
40,602085,1,22692,1554,41185,1852,3537,2562,50000,478703,0.0,560900,0.0,old
35,256661,0,4950,2288,15105,181,527,1829,0,231781,0.0,241556,0.0,old
58,1951212,0,18351,35775,25679,2400,4530,12528,0,1851949,382808.09,1925533,278366.3,new
51,3488025,1,150000,50000,124232,6350,8980,22628,50000,3075835,764660.52,3363793,727103.42,new
58,293310,1,22792,3772,2299,291,807,543,50000,212806,0.0,291011,0.0,old
19,2786685,1,150000,23835,114439,7796,1374,23208,50000,2416033,558802.3,2672246,511340.75,new
52,391702,0,32859,4513,0,236,701,714,0,352679,0.0,391702,0.0,old
20,140239,0,8912,2411,9181,18,456,370,0,118891,0.0,131058,0.0,old
31,157658,1,10760,889,11246,175,711,1453,50000,82424,0.0,146412,0.0,old
62,430778,1,15252,5652,37376,1364,702,3296,50000,317136,0.0,393402,0.0,old
32,4173798,1,138361,50000,117723,8027,10447,8702,50000,3790538,987647.86,4056075,943095.4,new
44,1493990,1,118508,15401,104547,3378,5867,3007,50000,1193282,177303.98,1389443,122604.14,new
28,873414,1,92646,7876,51615,3166,1173,4395,50000,662543,46808.94,821799,33467.1,new
38,473561,0,27075,3351,8157,1197,1455,2364,0,429962,0.0,465404,0.0,old
58,4304678,1,150000,46652,7335,4114,7860,18814,50000,4019903,1059209.74,4297343,1018371.02,new
43,902297,1,79616,12321,28467,1914,2142,1606,50000,726231,60056.05,873830,38878.32,new
59,493821,0,67963,8127,12137,0,1215,4308,0,400071,0.0,481684,0.0,old
52,505384,1,17141,4754,16294,1181,1728,2426,50000,411860,0.0,489090,0.0,old
21,191675,0,15414,3495,4425,327,425,0,0,167589,0.0,187250,0.0,old
51,925551,1,41661,9599,28332,4071,1694,5297,50000,784897,72258.58,897219,41310.78,new
47,180674,1,3985,2686,8276,706,575,105,50000,114341,0.0,172398,0.0,old
53,3947292,1,150000,50000,260046,5168,7323,28858,50000,3455943,883254.22,3747292,846755.1,new
61,821872,1,68854,2436,39145,948,2585,4132,50000,653772,44984.58,782727,29403.61,new
37,289241,0,5208,942,15416,1086,982,239,0,265368,0.0,273825,0.0,old
61,271202,1,16505,3757,26364,783,323,347,50000,173123,0.0,244838,0.0,old
22,113599,0,3867,502,16478,492,381,746,0,91133,0.0,97121,0.0,old
18,262222,0,8678,4203,23887,964,651,716,0,223123,0.0,238335,0.0,old
33,3274760,1,149497,12480,164165,7895,3034,18218,50000,2869471,700274.95,3110595,648105.64,new
67,101876,0,4763,426,4412,127,377,1404,0,90367,0.0,97464,0.0,old
20,3960098,1,150000,31417,81392,6340,0,15273,50000,3625676,936210.91,3878706,887756.27,new
24,217515,1,16105,2510,11949,501,928,1676,50000,133846,0.0,205566,0.0,old
43,4284335,1,150000,50000,79237,12751,1864,7049,50000,3933434,1032231.41,4205098,989590.58,new
29,905618,1,77390,15736,63461,2248,618,2735,50000,693430,53233.44,842157,35584.33,new
36,92025,0,8446,138,2935,235,293,292,0,79686,0.0,89090,0.0,old
19,522622,1,37391,4886,53126,1472,1129,1739,50000,372879,0.0,469496,0.0,old
52,262877,0,2743,2627,1022,598,0,2476,0,253411,0.0,261855,0.0,old
44,117409,1,13372,753,3249,338,0,600,50000,49097,0.0,114160,0.0,old
69,251484,1,26520,1087,3378,174,376,266,50000,169683,0.0,248106,0.0,old
50,2517981,0,150000,27193,126269,3461,2515,16440,0,2192103,488936.14,2391712,423814.14,new
31,602823,1,33524,4222,15693,1965,304,2766,50000,494349,0.0,587130,0.0,old
52,964834,1,70974,14254,88611,1882,3820,2971,50000,732322,61322.98,876223,39127.19,new
24,534795,1,45092,7785,38400,1505,943,2609,50000,388461,0.0,496395,0.0,old
22,305823,1,18895,880,10217,720,230,1124,50000,223757,0.0,295606,0.0,old
39,4184136,1,150000,22556,306911,4140,15292,32391,50000,3709757,962444.18,3984136,920650.43,new
45,82206,1,3328,1027,5982,295,224,520,50000,20830,0.0,76224,0.0,old
30,220596,1,14707,480,17320,703,781,1547,50000,135058,0.0,203276,0.0,old
64,661218,0,17992,11976,66560,1319,1867,2651,0,558853,25241.42,594658,0.0,new
48,977574,0,27634,6840,22245,649,1072,3720,0,915414,99406.11,955329,47354.22,new
30,171217,0,9098,1492,8473,354,402,680,0,150718,0.0,162744,0.0,old
40,271322,1,13347,2523,18461,534,231,1422,50000,184804,0.0,252861,0.0,old
31,74852,1,5599,522,4900,126,232,187,50000,13286,0.0,69952,0.0,old
56,227078,1,17333,2079,20229,178,726,1631,50000,134902,0.0,206849,0.0,old
42,882790,1,55112,9695,0,3036,69,494,50000,764384,67991.87,882790,39810.16,new
56,560364,1,46625,2705,15320,1518,0,3582,50000,440614,0.0,545044,0.0,old
62,784570,1,41967,4606,58834,812,707,89,50000,627555,39531.44,725736,23476.54,new
54,2311176,1,84743,29149,65873,3065,5445,5413,50000,2067488,450056.26,2245303,378134.54,new
69,310124,0,25326,3002,14569,752,886,1296,0,264293,0.0,295555,0.0,old
57,2154052,1,150000,21709,79053,1266,1168,7516,50000,1843340,380122.08,2074999,324999.69,new
59,395675,1,6134,1811,34519,546,931,1831,50000,299903,0.0,361156,0.0,old
35,536912,0,27512,7252,30418,704,1726,2616,0,466684,0.0,506494,0.0,old
39,104087,0,6219,49,5579,277,465,280,0,91218,0.0,98508,0.0,old
34,4382895,1,63303,23556,199577,10538,18056,18741,50000,3999124,1052726.69,4183318,982795.22,new
47,279928,1,16399,3135,19857,407,609,1101,50000,188420,0.0,260071,0.0,old
63,950724,1,0,815,34995,2982,1617,1855,50000,858460,87559.68,915729,43235.82,new
27,2276117,1,147486,9234,113410,7439,6204,12326,50000,1930018,407165.62,2162707,352364.58,new
37,92849,1,3434,491,8076,152,406,501,50000,29789,0.0,84773,0.0,old
19,467642,1,46855,2350,24665,1780,244,1421,50000,340327,0.0,442977,0.0,old
19,804351,0,49921,8503,78151,1977,1342,6362,0,658095,45883.76,726200,23524.8,new
33,262725,0,23746,2552,4906,680,578,889,0,229374,0.0,257819,0.0,old
19,268201,1,22735,2680,14062,497,403,0,50000,177824,0.0,254139,0.0,old
18,369613,0,14758,4095,14127,1191,0,1747,0,333695,0.0,355486,0.0,old
65,839528,1,48996,1653,34055,885,1942,2403,50000,699594,54515.55,805473,31769.19,new
55,187872,0,12922,2055,2459,231,386,2248,0,167571,0.0,185413,0.0,old
20,3772342,1,36474,50000,130329,5768,4221,29145,50000,3466405,886518.36,3642013,813908.06,new
38,4752968,1,150000,21779,165224,9206,8941,26777,50000,4321041,1153164.79,4587744,1108976.13,new
66,3378407,0,150000,50000,97454,5612,8745,19125,0,3047471,755810.95,3280953,701257.34,new
69,108005,0,4428,2043,2596,271,335,955,0,97377,0.0,105409,0.0,old
33,852177,1,6054,0,98799,1356,2053,7476,50000,686439,51779.31,753378,26351.31,new
30,88069,0,8352,1215,3503,235,74,577,0,74113,0.0,84566,0.0,old
62,175151,1,15707,1386,7487,657,497,277,50000,99140,0.0,167664,0.0,old
18,172220,1,5194,2019,11504,373,497,461,50000,102172,0.0,160716,0.0,old
40,910247,0,60040,3593,471,2422,5432,905,0,837384,83175.87,909776,42616.7,new
26,739984,1,64925,187,39525,72,889,4578,50000,579808,29600.06,700459,20847.74,new
40,3746903,0,150000,50000,191942,12830,20795,28833,0,3292503,832260.94,3554961,786747.83,new
60,243472,1,17135,1872,25669,723,682,1505,50000,145886,0.0,217803,0.0,old
40,429513,1,47178,4814,22702,1547,1194,4509,50000,297569,0.0,406811,0.0,old
47,74149,1,4656,473,1154,188,203,429,50000,17046,0.0,72995,0.0,old
21,3077524,0,150000,38650,193657,4528,1974,16844,0,2671871,638623.75,2883867,577366.5,new
57,826046,1,40938,2292,46173,1435,611,1690,50000,682907,51044.66,779873,29106.79,new
63,711175,0,73683,13251,30664,256,1229,2830,0,589262,31566.5,680511,0.0,new
35,829440,1,32414,4295,9602,0,2841,2820,50000,727468,60313.34,819838,33263.15,new
21,806861,1,53066,10773,40490,2348,3131,6959,50000,640094,42139.55,766371,27702.58,new
51,263194,1,9364,4026,15101,574,335,954,50000,182840,0.0,248093,0.0,old
60,218624,1,10762,2267,22463,282,613,1475,50000,130762,0.0,196161,0.0,old
22,857002,0,100481,7767,47595,1985,1488,5036,0,692650,53071.2,809407,32178.33,new
56,966902,1,71101,10620,63023,3406,3577,7234,50000,757941,66651.73,903879,42003.42,new
47,669334,0,49608,7785,62166,446,1667,1110,0,546552,22682.82,607168,0.0,new
69,346208,0,9602,4906,35603,1083,308,2022,0,292684,0.0,310605,0.0,old
68,864911,1,63090,5741,49547,1304,2771,3126,50000,689332,52381.06,815364,32797.86,new
21,4685984,0,150000,50000,382496,15236,11831,25329,0,4233588,1125879.46,4485984,1077227.01,new
69,251601,1,18276,2063,6971,989,696,655,50000,171951,0.0,244630,0.0,old
20,342516,0,22153,5672,21826,845,751,682,0,290587,0.0,320690,0.0,old
21,544184,1,54070,3133,24287,565,1236,3784,50000,407109,0.0,519897,0.0,old
51,4444706,0,150000,47536,74884,666,1220,17204,0,4153196,1100797.15,4369822,1040984.46,new
31,286376,0,14282,2622,895,605,212,645,0,267115,0.0,285481,0.0,old
23,273824,1,5056,2147,9937,483,1193,3382,50000,201626,0.0,263887,0.0,old
55,605285,1,43152,10014,37032,2164,360,5268,50000,457295,0.0,568253,0.0,old
26,2029135,1,150000,19782,225306,5388,3086,21920,50000,1578959,297635.21,1829135,248290.12,new
27,656845,1,13728,6183,0,886,2227,863,50000,582958,30255.26,656845,0.0,new
23,4977622,1,150000,50000,250994,22101,20648,46385,50000,4438488,1189808.26,4777622,1168218.06,new
65,844028,1,41564,9456,76104,756,1671,5529,50000,658948,46061.18,767924,27864.1,new
53,3455325,1,150000,31908,141396,8544,9971,19531,50000,3043975,754720.2,3313929,711545.85,new
34,4429461,1,150000,44058,271477,8726,5403,42223,50000,3929051,1030863.91,4229461,997191.83,new
29,459383,0,15415,8847,67875,1315,610,2159,0,363162,0.0,391508,0.0,old
68,158961,1,8433,1898,14238,182,574,850,50000,82786,0.0,144723,0.0,old
24,224606,1,14150,2281,15156,349,713,1489,50000,140468,0.0,209450,0.0,old
45,615819,1,38285,3403,19295,1664,608,3226,50000,499338,0.0,596524,0.0,old
47,295115,0,5573,5320,21635,435,787,3494,0,257871,0.0,273480,0.0,old
19,162415,0,17168,1966,10046,561,670,862,0,131142,0.0,152369,0.0,old
36,281955,1,0,587,11540,995,959,1345,50000,216529,0.0,270415,0.0,old
40,2758526,1,150000,21218,138285,8032,8268,11222,50000,2371501,544908.31,2620241,495115.19,new
45,986908,0,112343,13305,24540,2107,3393,4412,0,826808,80976.06,962368,48086.27,new
24,557883,1,37172,1526,12415,1195,274,4985,50000,450316,0.0,545468,0.0,old
36,1592398,1,150000,14665,65948,3282,5867,2801,50000,1299835,210548.52,1526450,153852.4,new
47,223313,1,15551,2957,5507,191,83,457,50000,148567,0.0,217806,0.0,old
67,572979,1,38847,6162,37916,1589,1835,149,50000,436481,0.0,535063,0.0,old
60,148224,1,13371,3021,17662,198,0,223,50000,63749,0.0,130562,0.0,old
63,179501,1,16403,3186,10554,199,502,723,50000,97934,0.0,168947,0.0,old
55,1829285,1,103916,9348,164777,3823,1080,10757,50000,1485584,268502.21,1664508,196926.5,new
68,82118,0,5580,0,5628,166,93,236,0,70415,0.0,76490,0.0,old
41,523459,1,23986,3264,16206,909,742,804,50000,427548,0.0,507253,0.0,old
25,123883,1,12232,160,2544,210,62,745,50000,57930,0.0,121339,0.0,old
47,725378,1,32072,8722,28250,1700,1509,7109,50000,596016,32971.33,697128,0.0,new
60,922297,1,63389,11553,88026,663,2517,8302,50000,697847,54152.18,834271,34764.18,new
66,4912385,1,150000,43683,403782,17121,21692,46309,50000,4383580,1172676.96,4712385,1147864.12,new
47,131771,0,13127,1501,3219,318,175,984,0,112447,0.0,128552,0.0,old
56,283973,1,20236,2430,16848,126,32,802,50000,193499,0.0,267125,0.0,old
45,1206176,0,102112,23992,55692,750,1914,13480,0,1008236,119569.63,1150484,75475.5,new
47,235872,0,13249,3045,9073,402,629,353,0,209121,0.0,226799,0.0,old
31,230919,0,7972,1924,20762,0,245,117,0,199899,0.0,210157,0.0,old
53,97137,1,9931,852,0,184,241,531,50000,35398,0.0,97137,0.0,old
31,499565,1,21798,2493,26284,1404,564,1519,50000,395503,0.0,473281,0.0,old
48,131001,1,4977,0,11140,219,274,455,50000,63936,0.0,119861,0.0,old
32,314006,0,20582,2046,27265,450,381,423,0,262859,0.0,286741,0.0,old
19,257290,1,14774,1302,5179,571,751,2314,50000,182399,0.0,252111,0.0,old
56,679382,1,0,3817,7105,817,3472,1908,50000,612263,36350.7,672277,0.0,new
51,335095,0,23994,2841,27523,699,1234,1840,0,276964,0.0,307572,0.0,old
28,942957,0,106684,6119,44938,2836,3083,7846,0,771451,69461.81,898019,41393.98,new
43,229193,1,6187,1938,11771,532,145,1728,50000,156892,0.0,217422,0.0,old
56,87765,1,3000,762,8922,275,0,717,50000,24089,0.0,78843,0.0,old
50,172478,1,2742,1455,9357,357,412,691,50000,107464,0.0,163121,0.0,old
40,144288,1,13775,558,5676,273,502,377,50000,73127,0.0,138612,0.0,old
18,374309,1,18799,4357,22714,954,752,2067,50000,274666,0.0,351595,0.0,old
42,191512,1,18231,2588,8237,446,366,332,50000,111312,0.0,183275,0.0,old
54,4406852,0,150000,35280,343104,9377,4592,30273,0,3977330,1045926.96,4206852,990137.82,new
19,807623,1,77600,5849,54479,2358,3373,4604,50000,609360,35746.88,753144,26326.98,new
30,4214391,1,45510,40506,125955,7499,5111,31271,50000,3908539,1024464.17,4088436,953192.03,new
46,170160,1,15177,844,15158,93,555,653,50000,87680,0.0,155002,0.0,old
19,4806331,1,150000,42949,359415,8172,24300,8767,50000,4322143,1153508.62,4606331,1114775.27,new
60,138541,0,6335,1240,4485,217,36,1541,0,124687,0.0,134056,0.0,old
42,80042,0,7661,1035,2296,199,370,482,0,67999,0.0,77746,0.0,old
52,282635,1,31989,2868,1351,632,459,167,50000,195169,0.0,281284,0.0,old
38,2593025,1,131493,22959,309197,6452,6736,17179,50000,2158206,478360.27,2393025,424223.8,new
61,994011,1,16858,1107,31635,2017,2056,4326,50000,886012,93290.5,962376,48087.1,new
49,334834,1,20340,3982,0,1062,164,1260,50000,258026,0.0,334834,0.0,old
20,98549,0,5069,2243,8405,154,217,867,0,81594,0.0,90144,0.0,old
51,228966,1,15802,1699,12984,300,1241,1513,50000,145427,0.0,215982,0.0,old
69,292956,1,16173,0,19835,666,1409,738,50000,204135,0.0,273121,0.0,old
33,492583,1,23778,5729,7198,787,119,5119,50000,399853,0.0,485385,0.0,old
25,823945,0,50509,13476,76444,1193,1826,2706,0,677791,49980.53,747501,25740.1,new
29,204499,1,13641,4048,6468,793,217,920,50000,128412,0.0,198031,0.0,old
67,641178,0,38985,6049,13584,2462,1503,3203,0,575392,28681.54,627594,0.0,new
41,3119764,1,150000,44373,170221,3961,11080,20657,50000,2669472,637875.26,2949543,597857.42,new
33,325876,0,11514,4868,22817,174,991,2374,0,283138,0.0,303059,0.0,old
48,428461,1,29233,2458,14377,456,410,2812,50000,328715,0.0,414084,0.0,old
21,178610,0,16216,1922,4938,300,458,594,0,154182,0.0,173672,0.0,old
53,3029757,1,147966,37589,0,5621,6943,10758,50000,2770880,669514.56,3029757,622884.18,new
31,130884,1,3749,634,10130,398,308,851,50000,64814,0.0,120754,0.0,old
51,113699,1,7678,0,9849,114,51,526,50000,45481,0.0,103850,0.0,old
31,96467,0,5917,169,8142,45,425,952,0,80817,0.0,88325,0.0,old
63,554447,1,42027,1883,1108,838,665,2772,50000,455154,0.0,553339,0.0,old
63,132555,1,5008,1805,4208,133,176,894,50000,70331,0.0,128347,0.0,old
67,64234,1,2200,452,5062,71,99,194,50000,6156,0.0,59172,0.0,old
32,916848,1,44888,16999,64104,1958,2256,5528,50000,731115,61071.92,852744,36685.38,new
43,347254,0,46897,599,867,1141,795,3144,0,293811,0.0,346387,0.0,old
61,176037,1,7672,1965,16686,328,406,577,50000,98403,0.0,159351,0.0,old
39,2004443,0,150000,28421,126283,1311,0,17235,0,1681193,329532.22,1878160,263585.92,new
20,478344,1,35286,1739,18145,1129,1502,2896,50000,367647,0.0,460199,0.0,old
19,2214663,0,150000,25569,40266,2334,1679,5556,0,1989259,425648.81,2174397,356011.86,new
58,833644,0,61774,5940,66401,576,0,6758,0,692195,52976.56,767243,27793.27,new
54,892925,0,68426,6502,66834,1027,831,2569,0,746736,64321.09,826091,33913.46,new
43,225817,1,18332,2208,8525,0,48,1973,50000,144731,0.0,217292,0.0,old
43,88802,1,269,1078,2744,238,195,824,50000,33454,0.0,86058,0.0,old
46,276894,0,14712,2235,22589,531,0,1374,0,235453,0.0,254305,0.0,old
21,754100,1,48788,11738,34988,2937,1454,6317,50000,597878,33358.62,719112,22787.65,new
65,89640,1,4617,1653,6114,212,225,430,50000,26389,0.0,83526,0.0,old
21,155072,1,11500,2208,5155,289,419,833,50000,84668,0.0,149917,0.0,old
43,346476,0,28086,4452,10346,807,581,838,0,301366,0.0,336130,0.0,old
19,1790883,1,126379,0,93351,3563,1587,14939,50000,1501064,273331.97,1697532,207229.98,new
55,125376,0,8300,2080,7889,103,47,406,0,106551,0.0,117487,0.0,old
53,788809,1,31652,12391,40064,717,2809,1735,50000,649441,44083.73,748745,25869.48,new
41,1643128,0,75466,9467,73057,3758,4312,16246,0,1460822,260776.46,1570071,167462.15,new
54,625233,0,55402,5814,20110,1341,1838,2320,0,538408,20988.86,605123,0.0,new
46,4578847,1,109882,50000,75274,12636,12764,9802,50000,4258489,1133648.57,4503573,1082714.78,new
21,119282,0,11336,399,6180,92,141,782,0,100352,0.0,113102,0.0,old
36,297312,1,39304,2039,2287,726,455,807,50000,201694,0.0,295025,0.0,old
55,233302,1,20097,1703,2276,824,523,743,50000,157136,0.0,231026,0.0,old
33,186903,1,13121,1496,26584,484,421,459,50000,94338,0.0,160319,0.0,old
24,59584,0,939,981,823,104,96,7,0,56634,0.0,58761,0.0,old
66,641366,1,41016,6170,7930,1943,600,3323,50000,530384,19319.87,633436,0.0,new
26,251497,1,3240,2961,22631,367,68,1932,50000,170298,0.0,228866,0.0,old
33,516272,1,21317,1085,31414,975,20,0,50000,411461,0.0,484858,0.0,old
57,1749599,1,63193,23074,41208,1200,3175,13884,50000,1553865,289805.88,1708391,210617.99,new
28,778255,0,64054,12801,12662,2572,1459,4290,0,680417,50526.74,765593,27621.67,new
42,653687,1,19107,6567,42059,1492,1451,2614,50000,530397,19322.58,611628,0.0,new
50,479682,0,0,8955,14423,411,1493,1243,0,453157,0.0,465259,0.0,old
65,819538,1,47267,8242,97002,1192,3122,5346,50000,607367,35332.34,722536,23143.74,new
69,682763,1,43201,12055,55079,1145,483,3939,50000,516861,16507.09,627684,0.0,new
58,248075,1,11357,3084,6325,448,439,599,50000,175823,0.0,241750,0.0,old
38,2044942,1,150000,31407,160966,5108,96,8057,50000,1639308,316464.1,1883976,265400.51,new
39,228630,1,0,285,9340,614,123,1333,50000,166935,0.0,219290,0.0,old
64,265900,1,12232,3715,19733,0,974,1700,50000,177546,0.0,246167,0.0,old
23,64176,1,6260,727,4025,83,186,187,50000,2708,0.0,60151,0.0,old
56,2102140,1,150000,26978,123448,2376,8743,9485,50000,1731110,345106.32,1978692,294951.9,new
23,78539,1,4450,184,10670,156,201,499,50000,12379,0.0,67869,0.0,old
40,57169,1,553,250,9223,154,214,144,50000,0,0.0,47946,0.0,old
64,440166,1,3812,3873,12589,1483,870,4111,50000,363428,0.0,427577,0.0,old
31,983395,1,70548,5507,12129,1201,3021,6602,50000,834387,82552.5,971266,49011.66,new
31,100477,0,1973,1528,5610,303,308,625,0,90130,0.0,94867,0.0,old
56,58370,1,2639,821,4911,159,201,486,50000,0,0.0,53459,0.0,old
43,3292044,1,150000,35638,0,9741,7656,16277,50000,3022732,748092.38,3292044,704717.73,new
45,206773,0,5554,1969,9629,115,197,452,0,188857,0.0,197144,0.0,old
33,3520609,1,150000,48433,130612,12346,3331,28130,50000,3097757,771500.18,3389997,735279.06,new
35,446064,1,35963,1952,6734,838,1552,1107,50000,347918,0.0,439330,0.0,old
58,65075,1,6201,482,3160,151,208,270,50000,4603,0.0,61915,0.0,old
29,711196,1,57222,12625,58318,2125,1993,863,50000,528050,18834.4,652878,0.0,new
68,212899,1,2143,761,7165,26,917,1582,50000,150305,0.0,205734,0.0,old
53,2700548,1,105585,47216,156022,3505,1701,22809,50000,2313710,526877.52,2544526,471492.11,new
34,3415753,1,150000,37663,289703,2771,2361,21761,50000,2951197,725773.46,3215753,680914.94,new
44,206286,0,4363,3813,1392,401,562,301,0,195454,0.0,204894,0.0,old
19,161581,0,3771,446,4902,200,247,571,0,151444,0.0,156679,0.0,old
64,389216,1,11419,5058,41475,374,0,3965,50000,276925,0.0,347741,0.0,old
58,172741,0,8304,1597,5663,646,669,392,0,155470,0.0,167078,0.0,old
28,293275,1,28123,1833,14468,378,313,1097,50000,197063,0.0,278807,0.0,old
54,616126,1,37995,6794,37214,174,1936,4819,50000,477194,0.0,578912,0.0,old
28,210667,0,11742,3139,8634,138,352,598,0,186064,0.0,202033,0.0,old
38,165867,0,9150,1919,12571,273,155,1278,0,140521,0.0,153296,0.0,old
33,1016769,1,69754,10449,75377,2337,2238,13915,50000,792699,73881.39,941392,45904.77,new
65,100235,1,4946,1423,9651,131,188,751,50000,33145,0.0,90584,0.0,old
40,763460,0,41943,18415,0,1227,1590,2102,0,698183,54222.06,763460,27399.84,new
63,2596109,1,141594,33107,0,8666,9693,22432,50000,2330617,532152.5,2596109,487586.01,new
66,433144,1,20454,1832,11806,968,1486,1852,50000,344746,0.0,421338,0.0,old
51,903215,0,34420,12400,50144,294,150,3407,0,802400,75899.2,853071,36719.38,new
31,978740,1,48040,17742,42304,3178,3695,5777,50000,808004,77064.83,936436,45389.34,new
33,370718,1,29200,3212,0,908,970,2656,50000,283772,0.0,370718,0.0,old
62,133594,1,10551,612,6946,499,484,0,50000,64502,0.0,126648,0.0,old
20,121657,1,7955,2068,8296,343,221,875,50000,51899,0.0,113361,0.0,old
46,533777,1,36687,7182,31490,1428,800,1250,50000,404940,0.0,502287,0.0,old
51,616285,1,34101,5177,0,1582,943,1935,50000,522547,17689.78,616285,0.0,new
18,174248,1,11742,2295,10285,509,488,854,50000,98075,0.0,163963,0.0,old
50,57233,1,4151,1042,822,107,194,289,50000,628,0.0,56411,0.0,old
43,1755831,0,117931,28554,97480,4521,723,14160,0,1492462,270648.14,1658351,195005.51,new
47,2674916,1,129653,43119,122233,2783,3421,5890,50000,2317817,528158.9,2552683,474037.1,new
51,4128709,1,150000,12252,99515,9647,11633,9752,50000,3785910,986203.92,4029194,934708.53,new
65,102471,1,4960,1467,2344,300,330,519,50000,42551,0.0,100127,0.0,old
20,131286,1,4929,1425,0,126,0,612,50000,74194,0.0,131286,0.0,old
57,299777,1,18768,5117,22694,70,1036,1754,50000,200338,0.0,277083,0.0,old
32,190305,1,8323,2198,12020,207,410,1484,50000,115663,0.0,178285,0.0,old
25,155446,1,8300,457,10878,206,199,833,50000,84573,0.0,144568,0.0,old
40,410680,0,50188,4172,38831,315,488,1568,0,315118,0.0,371849,0.0,old
42,493977,1,57114,4019,27166,929,964,1409,50000,352376,0.0,466811,0.0,old
26,566346,1,23931,7236,37082,796,135,662,50000,446504,0.0,529264,0.0,old
19,1256800,1,54227,13832,50410,2605,2747,3134,50000,1079845,141911.64,1206390,84529.12,new
32,925766,0,51346,13950,37132,3301,1479,0,0,818558,79260.06,888634,40417.94,new
34,126174,0,1340,1486,3402,408,763,1088,0,117687,0.0,122772,0.0,old
23,874892,0,48875,16676,8060,1457,1090,8213,0,790521,73428.37,866832,38150.53,new
22,354439,1,25593,3651,12405,686,189,2843,50000,259072,0.0,342034,0.0,old
35,1498355,1,58660,16169,40398,1021,686,11225,50000,1320196,216901.15,1457957,136855.06,new
19,150357,1,11341,1887,10415,63,343,648,50000,75660,0.0,139942,0.0,old
64,970341,1,80723,7773,47881,2382,1678,7057,50000,772847,69752.18,922460,43935.84,new
66,968433,1,81556,12739,43847,2327,1443,941,50000,775580,70320.64,924586,44156.94,new
