scheme_id,scheme_name,scope,state,age_min,age_max,annual_income_min,annual_income_max,allowed_genders,allowed_castes,allowed_employments,disability_allowed,education_levels,notes,
C262,Visitor's Award,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The Awards are given to recognize excellence in research and innovation of faculty members/researchers of the Central Universities,
C263,Vocational Education and Training Loan Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Secondary,The Vocational Education and Training Loan Scheme provides financial assistance to youth of the target group to enhance their skills & employability.,
C264,Vocational Training in Tribal Areas,central,Any,15,45,Any,Any,Any,Any,Un-employed,Any,Any,The scheme will be implemented for the benefit of the Scheduled Tribes as well as PTGs and can be taken up anywhere in the country but priority will be given to remote tribal areas/ areas inhabited by particularly vulnerable tribes/ and areas affected by extremist activities.,
C265,WISE Fellowship for Ph.D.,central,Any,27,45,Any,Any,Female,Any,Student,Any,Postgraduate,The "WISE Fellowship for Ph.D. (WISE-PhD)" of the Department of Science and Technology aims to provide an opportunity to carry out Doctoral research in basic and applied sciences to women scientists and technologists between the age group of 27-45 years who want to pursue research in STEM fields.,
C266,WISE Post-Doctoral Fellowship,central,Any,27,60,Any,Any,Female,Any,Student,Any,Postgraduate,“WISE Post-Doctoral Fellowship” is a new programme of the Department of Science & Technology that aims to provide opportunities to women scientists & technologists between the age group of 27-60 years who want to continue their research as bench-level scientists in basic and applied sciences.,
C267,Welfare Measures for Children of Labourers,central,Any,6,18,Any,Any,Any,Any,Student,Any,Any,This scheme aims to provide welfare measures in the form of educational stipends/ incentives for academic excellence/ and financial support for higher education to the children of SC/ST labourers who demonstrate exceptional academic performance and pursue higher education after 10th grade.,
C268,Women Helpline,central,Any,Any,Any,Any,Any,Female,Any,Any,Any,Any,Women Helpline provides 24X7 emergency and non-emergency response through telephonic short-code 181 to women,
C269,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,central,Any,Any,Any,Any,Any,Female,Any,Self-employed,Any,Graduate,The “WISE-SCOPE Fellowship” Program was started by the Department of Science & Technology/ Government of India with the aims to provide opportunity to Women Scientists and Technologists who have completed Ph.D. and want to utilize their S&T knowledge and expertise for the benefit of society.,
C270,Women Involvement in Science and Engineering Research,central,Any,27,60,Any,Any,Female,Any,Un-employed,Any,Postgraduate,The scheme “Women Involvement in Science and Engineering Research (WISER)” aims to build scientific capacity/ retain and promote women researchers in India & Germany by utilizing complementary expertise in science/ technology/ innovation and research partnerships.,
C271,Women Scientist Scheme-A,central,Any,27,60,Any,Any,Female,Any,Un-employed,Any,Postgraduate,A Research Grant by MoST for female candidates to pursue research in frontier areas of science and engineering/ preferably those having a break in career (minimum two years) and not having regular employment/ to explore possibility of re-entry into the profession.,
C272,Women Scientist Scheme-B,central,Any,27,60,Any,Any,Female,Any,Un-employed,Any,Postgraduate,A Research Grant by MoST for female candidates with break in their career interested in addressing societal challenges through viable S&T interventions. Women scientists who wish to apply under this scheme are required to develop their own project/proposals for scientific and technological solutions,
C273,Women Scientist Scheme-C,central,Any,27,60,Any,Any,Female,Any,Un-employed,Any,Graduate,A scheme by MoST for female candidates with a break in their career interested in addressing societal challenges through viable S&T interventions. 1-year training is provided in Intellectual Property Rights (IPRs)/ patent search/ know-how/ drafting/ filing/ trademarks/ trade secrets/ and copyright.,
C274,Women’s Instinct for Developing and Ushering in Scientific Heights & Innovation,central,Any,Any,Any,Any,Any,Female,Any,Self-employed,Any,Graduate,'WIDUSHI' programme aims to encourage and support senior women scientists to conduct research in interdisciplinary areas of Science and Technology.,
C275,Youth Hostel Scheme,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The Youth Hostel Scheme is a joint venture of the Central and State Governments of India. It was launched in the early 1960s to promote youth travel within the country by providing low-cost budget accommodation and facilities to students and youth groups traveling on excursions or study tours.,
C276,“Ishan Uday” Special Scholarship Scheme For North Eastern Region,central,Any,Any,Any,0,450000,Any,Any,Student,Any,Secondary,A scholarship scheme by the Ministry of Education and the University Grants Commission. Taking special interest with regard to the promotion of higher education in the NER/ i.e. for improving the GER/ promoting higher education/ and encouraging children belonging to the economically weaker sections.,
C277,National Bamboo Mission,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,Restructured National Bamboo Mission was launched during 2018-19 as a Centrally Sponsored Scheme (CSS) after the historical amendment of the Indian Forest Act during 2017 to exclude bamboo out from definition of tree.,
C278,National Beekeeping & Honey Mission,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,National Beekeeping & Honey Mission (NBHM) was announced as part of the Atmanirbhar Bharat Abhiyaan and aims  for the overall promotion & development of scientific beekeeping in the country to achieve the goal of ‘Sweet Revolution’ which is being implemented through National Bee Board (NBB),
C279,National Centre For Communication Security (NCCS) Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The National Centre for Communication Security (NCCS) Internship Scheme allows young talent to be associated with the NCCS work for mutual benefit. It will enable NCCS to interact with young scholars and to get fresh ideas and study/ research support from the field of academics.,
C280,National Centre for Communication Security (NCCS) Research Associates Scheme,central,Any,Any,32,Any,Any,Any,Any,Student,Any,Postgraduate,NCCS engages young scholars as Research Associates  to contribute in development of Telecom Security eco system with in India by providing an opportunity to them to work in areas like Telecom Security Standard development/ Lab recognition and Security Certification of telecom products.,
C281,National Centre for Earth Science Studies Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Postgraduate,The “National Centre for Earth Science Studies Internship” scheme by the Earth System Science Organization/ Ministry of Earth Sciences/ provides various opportunities for school as well as college students to familiarise and/or pursue research on different branches of earth sciences.,
C282,National Family Benefit Scheme,central,Any,18,59,0,As per BPL norms,Any,Any,Any,Any,Any,A family welfare scheme under the umbrella scheme ‘National Social Assistance Programme’ (NSAP) by MoRD. In this scheme/ financial assistance is provided to the bereaved households in case of the death of the primary breadwinner irrespective of the cause of death.,
C283,National Fellowship & Scholarship For Higher Education Of Scheduled Tribe (ST) Students,central,Any,Any,Any,0,600000,Any,Any,Student,Any,Postgraduate,It is a Central Sector Scheme/ fully funded by Ministry of Tribal Affairs to grant scholarship to meritorious Scheduled Tribe (ST) students for pursuing higher education in India.,
C284,National Fellowship For OBC Students,central,Any,Any,Any,0,800000,Any,OBC,Student,Any,Postgraduate,"National Fellowship for OBC Students" was launched by the University Grants Commission (UGC) during the financial year 2014-15 to increase the opportunities for the students of Other Backward Classes (OBCs) to pursue higher education leading to acquiring degrees such as M.Phil. and Ph.D.,
C285,National Fellowship for Students with Disabilities,central,Any,Any,Any,Any,Any,Any,Any,Student,Yes,Postgraduate,A Scheme "National Fellowship For Students With Disabilities" was initiated by the Department of Empowerment of Persons with Disabilities under the "Ministry of Social Justice and Empowerment".,
C286,National Food Security Mission NFSM,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,National Food Security Mission was launched in 2007-08 to increase the production of rice/ wheat and pulses. Later/ coarse cereals/ nutri cereals/ commercial crops (sugarcane/ jute/ and cotton) were also added to the mission.,
C287,National Grassroots Innovation and Outstanding Traditional Knowledge Awards,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,National Innovation Foundation (NIF)-India/ an autonomous body of the Department of Science and Technology/ Government of India/ invites entries of unaided technological innovations and traditional knowledge developed at grassroots by an individual (Citizen of India) or group.,
C288,National Handicrafts Development Programme: Direct Benefit to Artisans - Supports to Artisans in Indigent Circumstances,central,Any,60,Any,0,33000,Any,Any,Self-employed,Any,Any,The scheme "Direct Benefit to Artisans - Supports to Artisans in Indigent Circumstances" is designed to give a boost to the handicraft sector in India. Assistance of upto ₹8/000/- per month is granted to the Artisans in Indigent Circumstances in the form of monthly allowance/lump sum grant/ both.,
C289,National Handicrafts Development Programme: Infrastructure And Technology Support: EMPORIA,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,In the scheme "Infrastructure and Technology Support: EMPORIA" assistance would be provided for the setting up of emporia. These would be set up in commercially viable locations in the implementing agencies' own/rented buildings.,
C290,National Handicrafts Development Programme: Infrastructure And Technology Support: URBAN HAAT,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The scheme "Infrastructure & Technology Support: URBAN HAAT" is introduced is to set up a permanent marketing infrastructure in towns/ metropolitan cities to provide direct marketing facilities to handicrafts artisans/handloom weavers/ enabling them to sell their products to wider target audience.,
C291,National Mission on Natural Farming,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,To motivate farmers to adopt chemical free farming and enhance the reach of natural farming/ the Government has formulated National Mission on Natural Farming (NMNF) as a separate and independent scheme from 2023-24 by up scaling the Bhartiya Prakritik Krishi Paddati (BPKP).,
C292,National Overseas Scholarship For Scheduled Caste Etc. Candidates,central,Any,Any,35,0,800000,Any,Any,Student,Any,Graduate,A scholarship scheme by MoSJE for regular/ full-time students from Scheduled Castes/ Denotified Nomadic and Semi Nomadic Tribes/ Landless Agricultural Labourers and Traditional Artisans; to obtain higher education viz./ Master degree or Ph.D courses by studying abroad,
C293,National Overseas Scholarship For Scheduled Tribes (ST) Students,central,Any,Any,35,0,600000,Any,Any,Student,Any,Graduate,A scholarship scheme by the Ministry of Tribal Affairs for regular/ full-time ST students to obtain higher education (post-graduate courses viz. Masters/ Ph.D. and Post-Doctoral Research) from foreign institutes/universities. The Scheme is implemented through the Indian Embassies.,
C294,National Overseas Scholarship For Students With Disabilities,central,Any,Any,35,0,800000,Any,Any,Student,Yes,Graduate,A scholarship scheme by the Ministry of Social Justice & Empowerment for regular/ full-time students with disabilities to obtain higher education viz./ Master's degree/ or Ph.D. courses from foreign universities/ in one of the specified fields of study.,
C295,National Pension Scheme For Traders And Self Employed Persons,central,Any,18,40,0,15000000,Any,Any,Self-employed,Any,Any,A voluntary and contributory pension scheme by the Ministry of Labour and Employment. This scheme is meant for old age protection and social security of Small Scale Traders and Retailers. The beneficiary would receive a minimum assured pension of ₹ 3000/- per month after attaining the age of 60 yrs.,
C296,National Post Doctoral Fellowship,central,Any,Any,35,Any,Any,Any,Any,Student,Any,Postgraduate,The “National Post Doctoral Fellowship (N-PDF)” was launched by the Science and Engineering Research Board/ Government of India to identify motivated young researchers and provide them support for doing research in frontier areas of science and engineering.,
C297,National Renewable Energy Fellowship Scheme of the Human Resource Development Programme in New and Renewable Energy,central,Any,Any,28,Any,Any,Any,Any,Student,Any,Postgraduate,Through this scheme/ fellowships will be provided for pursuing higher studies/ advanced research in renewable energy. The fellowship scheme is directly aligned with the overall requirement of renewable energy/ research thrust areas identified by MNRE.,
C298,National Renewable Energy Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The "National Renewable Energy Internship Scheme" by MNRE provides internship opportunities to facilitate students pursuing undergraduate/graduate/post-graduate degrees (Engineering/ Science/ Management/ Law/ etc) or research scholars enrolled in recognized institutes/universities.,
C299,National Savings Certificates (VIII-Issue) Scheme,central,Any,18,Any,Any,Any,Any,Any,Any,Any,Any,The scheme “National Savings Certificates (VIII-Issue) Scheme” was launched by the Department of Economic Affairs/ Ministry of Finance/ Government of India to promote a culture of long-term savings among individuals.,
C300,National Scheme Of Incentive To Girls For Secondary Education,central,Any,Any,16,Any,Any,Female,Any,Student,Any,Secondary,The National Scheme of Incentive to Girls for Secondary Education promotes the girl child's enrolment of 14-18 years age group at secondary stage/ who passes class 8th and subsequently drops out for various socio-economic reasons.,
C301,National Scheme Of Welfare Of Fishermen,central,Any,18,60,0,As per BPL norms,Any,Any,Self-employed,Any,Any,The National Scheme of Welfare of Fishermen provides financial assistance to fishermen. They can use these for constructing houses and community halls for both recreation and work purposes. Further/ through the amount availed under this scheme/ fishermen can install tube wells.,
C302,National Scheme of Apprenticeship Training,central,Any,14,Any,Any,Any,Any,Any,Student,Any,Graduate,The primary goal of this scheme is to bridge the gap in practical experience for fresh Graduate Engineers/ Diploma holders/ and 10+2 Vocational pass-outs in approximately 10/000 industrial establishments. The apprentices undergo a one-year training period/ receiving a monthly stipend.,
C303,National Scholarship For Post Graduate Studies,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Postgraduate,A scheme started by Ministry of Education for the student Higher education.,
C304,National Science Chair- Science Leadership,central,Any,Any,70,Any,Any,Any,Any,Any,Any,Postgraduate,The main aim of the scheme is to recognise active eminent senior resident Indian superannuated scientists for their outstanding contributions both nationally and internationally/ in the areas of Science/ Technology/ Engineering/ Mathematics (STEM) & Medicine/ to promote excellence and growth in R&D.,
C305,National Science Chair- Scientific Excellence,central,Any,Any,70,Any,Any,Any,Any,Any,Any,Postgraduate,The main aim of the scheme is to recognize active eminent senior resident Indian superannuated scientists for their outstanding contributions both nationally and internationally/ in the areas of Science/ Technology/ Engineering/ Mathematics (STEM) & Medicine/ to promote excellence and growth in R&D.,
C306,National Solar Science Fellowship Programme,central,Any,Any,35,Any,Any,Any,Any,Student,Any,Postgraduate,The “National Solar Science Fellowship Programme” of the Ministry of New & Renewable Energy was launched in February 2011. The aim of the National Solar Science Fellowship Programme is to provide a platform to top-quality scientists and engineers in the area of solar energy research.,
C307,National Startup Awards,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The National Startup Awards by Startup India aims to recognize and reward outstanding startups and ecosystem enablers building innovative products or solutions and scalable enterprises.,
C308,National Talent Scholarship Postgraduate,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Postgraduate,Merit based support through National Talent Scholarship to the Under-graduates and Post graduate students seeking admission in Agricultural Universities in a State other than the State of their domicile/ through ICAR All India Entrance Examination (AIEE).,
C309,National Talent Scholarship Undergraduate,central,Any,Any,19,Any,Any,Any,Any,Student,Any,Graduate,National Talent Scholarship (NTS) was launched by the Indian Council of Agricultural Research for students pursuing a Bachelor's or Master's degree program in an ICAR-recognized agricultural university located outside of his/her state of domicile.,
C310,National Technology Awards,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The National Technology Awards refer to an event or program that recognizes and celebrates technological innovation and excellence across various industries within a particular country.,
C311,National Water Awards,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The objective of the National Water Awards is to encourage the stakeholders to adopt a holistic approach toward water resource management in the country as surface water and groundwater play a signiﬁcant role in the water cycle.,
C312,National Youth Award,central,Any,15,29,Any,Any,Any,Any,Any,Any,Any,This award is to motivate young persons to achieve excellence in the field of national development or social service and to develop in them a sense of responsibility to the community and thus to improve their potential as good citizens.,
C313,National Youth Corps,central,Any,18,29,Any,Any,Any,Any,Un-employed,Any,Secondary,A volunteership scheme by Ministry of Youth Affairs And Sports to tap the potential of the disciplined and dedicated youth In the age group of 18 to 29 years who have the inclination and spirit to engage in nation building exercises/ to serve up to two years in Nation Building activities.,
C314,Netaji Subhas - ICAR International Fellowship,central,Any,Any,40,Any,Any,Any,Any,Student,Any,Postgraduate,Introduced in 2009-10/ the “Netaji Subhas - ICAR International Fellowship” is a scheme by to develop competent human resource that are trained in the identified best laboratories in the world (for Indian candidates) and similarly expose overseas candidates to the best Agriculture Universities.,
C315,New Swarnima Scheme For Women,central,Any,18,55,0,300000,Female,Any,Self-employed,Any,Any,A term loan scheme by the Ministry of Social Justice and Empowerment for women entrepreneurs from backward classes to obtain a loan of up to ₹2/00/000/- @ 5% per annum/ thereby providing them social & financial security.,
C316,Nikshay Poshan Yojana,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Ministry of Health and Family Welfare/ Government of India has announced the scheme for incentives for nutritional support to TB patients. This scheme will be called “Nikshay Poshan Yojana”.,
C317,Niramaya Health Insurance Scheme,central,Any,Any,Any,0,800000,Any,Any,Any,Yes,Any,Niramaya Health Insurance Scheme /launched by the Department of Empowerment of Persons with Disabilities/ aims to provide affordable health insurance to the Persons with Disabilities (PwDs).,
C318,One Nation One Ration Card,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,"One Nation/ One Ration Card" is Aadhaar-based national ration card portability scheme to ensure food security for all/ including internal migrants within India/ under which beneficiaries can purchase subsidized food anywhere in India.,
C319,Overseas Visiting Doctoral Fellowship,central,Any,Any,35,Any,Any,Any,Any,Student,Any,Postgraduate,The objective of the scheme is to build national capacity in frontier areas of Science and Engineering/ which are of interest to India by providing research training to PhD students admitted in the Indian institutions in overseas universities / institutions of repute.,
C320,PM POSHAN - Prime Minister's Overarching Scheme For Holistic Nourishment,central,Any,6,14,Any,Any,Any,Any,Student,Any,Any,PM POSHAN is a centrally sponsored scheme by the Department of School Education & Literacy/ Ministry of Education. Under this scheme/ one hot cooked meal will be provided to the children studying in Government and Government – aided schools. The Scheme is implemented by the Ministry of Education.,
C321,PM Street Vendor’s AtmaNirbhar Nidhi (PM SVANidhi),central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,PM SVANidhi is a micro-credit scheme launched on 1st June 2020 by the MoHUA to provide handholding support to street vendors. The scheme facilitates a working capital collateral-free loan of ₹10/000/ with subsequent loans of ₹20/000 and ₹50/000 with a 7% interest subsidy.,
C322,PM Vishwakarma,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,The scheme "PM Vishwakarma " by the Ministry of Micro/ Small & Medium Enterprises/ is a new scheme that envisages providing end-to-end holistic support to traditional artisans and craftspeople in scaling up their conventional products and services.,
C323,PM – Surya Ghar: Muft Bijli Yojana,central,Any,18,Any,Any,Any,Any,Any,Any,Any,Any,PM Surya Ghar: Muft Bijli Yojana is a government scheme that aims to provide free electricity to households in India.,
C324,PM-YASASVI: Post-Matric Scholarship for OBC/ EBC and DNT Students,central,Any,Any,Any,0,250000,Any,OBC/SC/ST,Student,Any,Secondary,The objective of the scheme is to provide financial assistance to the OBC/ EBC and DNT students studying at post-matriculation or post-secondary stage to enable them to complete their education.,
C325,PM-YASASVI: Pre-Matric Scholarship for OBC/ EBC and DNT Students,central,Any,Any,Any,0,250000,Any,OBC/SC/ST,Student,Any,Any,The objective of the Centrally Sponsored Scheme of Pre-Matric Scholarship for OBC/ EBC/ and DNT students (who are not covered under SC/ ST/ or OBC) is welfare and motivation to the children of these categories by providing financial assistance at pre-matriculation or secondary stage.,
C326,PM-YASASVI: Top Class College Education for OBC/ EBC and DNT Students,central,Any,Any,Any,0,250000,Any,OBC/SC/ST,Student,Any,Graduate,The objective of the scheme is to recognize and promote quality education amongst Students belonging to OBC/ EBC and DNT categories by providing full financial support. The Scheme will cover OBC/EBC/DNT students for pursuing studies beyond Class XII.,
C327,PM-YASASVI: Top Class School Education for OBC/ EBC and DNT Students,central,Any,Any,Any,0,250000,Any,OBC/SC/ST,Student,Any,Secondary,The objective of the scheme is to provide premium education to the meritorious students belonging to OBC/ EBC/ and DNT categories by funding their education from Class 9 onwards till they complete Class 12.,
C328,PRISM (Promoting Innovations in Individuals/ Start-ups and MSMEs): Category-1: Proof of Concept/ Prototypes/ Models,central,Any,18,Any,Any,Any,Any,Any,Student,Any,Any,The scheme aims to support individual innovators which will enable them to achieve the agenda of inclusive development - one of the thrust areas of the XIIth five-year plan (2012-2017). The proposals shall preferably be considered in the following focus sectors: Green technology/ Clean energy/ etc.,
C329,PRL Junior Research Fellowships,central,Any,Any,28,Any,Any,Any,Any,Student,Any,Postgraduate,The Physical Research Laboratory (PRL)/ a prestigious institution under the Department of Space/ Government of India/ launched the Junior Research Fellowship (JRF) Program.,
C330,PRL's Vikram Sarabhai Postdoctoral Fellowship (VISHWAS),central,Any,Any,32,Any,Any,Any,Any,Student,Any,Postgraduate,The Vikram Sarabhai Postdoctoral Fellowship (VISHWAS) program is an initiative by the Physical Research Laboratory (PRL) to honor the legacy of Prof. Vikram Sarabhai by supporting young doctorates to pursue groundbreaking research in fundamental science with societal impact.,
C331,Padho Pardesh,central,Any,Any,30,0,600000,Any,Any,Student,Any,Graduate,Padho Pardesh is a scheme of interest subsidy on educational loans for overseas studies for the students belonging to the minority communities. The scheme was launched by the Ministry of Minority Affairs in 2006 under the Prime Minister's New 15 Point Programme for the Welfare of Minorities.,
C332,Paired Early Career Fellowship in Applied Research,central,Any,Any,45,Any,Any,Any,Any,Student,Any,Postgraduate,PECFAR is a fellowship to facilitate a two-way exchange of young early-career Indian and German researchers through short visits for networking and exploring avenues for collaboration and innovation in applied research.,
C333,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,central,Any,Any,Any,Any,Any,Any,Any,Retired,Any,Any,The scheme of PDUNWFS is being implemented with the objective of providing financial assistance to outstanding sportspersons/family members living in indigent circumstances for various purposes like ameliorate condition/ medical treatment/ injuries/ procurement of sports equipment etc.,
C334,Paramparagat Krishi Vikas Yojana,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The Paramparagat Krishi Vikas Yojana (PKVY)/ launched in 2015/ is an extended component of Soil Health Management (SHM) under the Centrally Sponsored Scheme (CSS)/ National Mission on Sustainable Agriculture (NMSA).,
C335,Pension Scheme for the Tappers in Small Rubber Plantations,central,Any,18,55,Any,Any,Any,Any,Self-employed,Any,Any,The scheme “Pension Scheme for the Tappers in Small Rubber Plantations” was launched by the Rubber Board/ Ministry of Commerce & Industry/ Government of India to motivate tappers and retain them in the tapping job.,
C336,Persons With Disabilities Scheme In Colleges: Financial Assistance To Visually Challenged Teachers,central,Any,Any,70,Any,Any,Any,Any,Any,Yes,Postgraduate,The Scheme has been formulated to help visually challenged permanent teachers to pursue teaching and research with the help of a Reader and by using teaching and learning aids by way of providing Reader’s Allowance and funds for the purchase of Braille books/ recorded materials etc.,
C337,Persons With Disabilities Scheme In Colleges: Higher Education For Persons With Special Needs,central,Any,Any,Any,Any,Any,Any,Any,Student,Yes,Any,The Persons with Disabilities Act 1995 indicates that differently-abled persons should have access to education at all levels. In the higher education sector/ the University Grants Commission (UGC) is supporting universities and colleges in the country to involve in special education activities.,
C338,Phase-II Of The Grid Connected Rooftop Solar Programme,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Phase-II of the Grid Connected Rooftop Solar Programme/ this programme is introduced by Ministry of New & Renewable Energy(MNRE)/ GoI with JAKEDA as a nodal agency in the UT of J&K  for achieving cumulative capacity  of 220MW under 20MW  Residential Scheme and 200 MW Jammu Solar City “Solar City.,
C339,Physical Research Laboratory Award,central,Any,Any,25,Any,Any,Any,Any,Student,Any,Graduate,The PRL Award/ instituted by the late Prof. Devendra Lal/ former Director of the Physical Research Laboratory (PRL)/ is awarded biennially to recognize outstanding Indian scientists for original work in Earth & Planetary systems/ including areas like Oceanography/ Atmospheric Sciences & Meteorology.,
C340,Pilgrimage Rejuvenation and Spiritual Augmentation Drive (PRASHAD),central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Launched in 2014–2015/ the scheme "Pilgrimage Rejuvenation and Spiritual Augmentation Drive (PRASAD)" is a Central Sector Scheme by the Ministry of Tourism/ Government of India. The scheme focuses on developing and identifying pilgrimage sites across India to enrich the religious tourism experience.,
C341,Post Doctoral Fellowship To Women Candidates,central,Any,Any,55,Any,Any,Female,Any,Student,Any,Postgraduate,The UGC has initiated a scheme of “Post Doctoral Fellowship for Women” to those candidates/ who are unemployed holding Ph.D. degree in their respective subject areas with an aim to accelerate the talented instincts of the women candidates to carry out the advanced studies and research.,
C342,Post Doctoral Fellowship to Scheduled Caste/Scheduled Tribe Candidates,central,Any,Any,50,Any,Any,Any,Any,Student,Any,Postgraduate,This scheme has been initiated keeping in view social background of candidates from the deprived section of society and to provide them an opportunity to undertake advanced studies and research in Science/ Engineering & Technology/ Humanities and Social Sciences in Indian Universities/Institutions.,
C343,Post Graduate Indira Gandhi Scholarship For Single Girl Child,central,Any,Any,30,Any,Any,Female,Any,Student,Any,Postgraduate,A scholarship scheme by the University Grants Commission for Girl students who are admitted in the first year of PG courses in any designated university or a postgraduate college/ and happen to be the only girl child in the family. The amount of fellowship is ₹ 36/200/- per annum.,
C344,Post Graduate Merit Scholarship Scheme For University Rank Holders At Under-Graduate Level Applicable,central,Any,Any,30,Any,Any,Any,Any,Student,Any,Postgraduate,UGC/ Dept. of Higher Education introduced a Post-Graduate Merit Scholarship Scheme for University rank holders both in General and Honours Courses at the UG level. The scholarship may be tenable for a period of two years.,
C345,Post Graduate Scholarship Scheme for GATE/GPAT Qualified Students-AICTE,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Postgraduate,AICTE in order to ensure the development of technical education in India awards Post Graduate Scholarship of ₹12/400/- per month to full-time GATE/CEED qualified students admitted to AICTE approved post-graduate programs in AICTE approved Institutions/University Dept. as per AICTE approved intake.,
C346,Post Graduate Scholarship for GATE/GPAT Qualified Students for Pursuing M.Tech/M.E./M.Pharm-UGC,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Postgraduate,University Grants Commission is implementing the scheme of Post Graduate Scholarship for GATE/GPAT Qualified Students for Pursuing M.Tech/M.E./M.Pharm courses (including integrated dual degree courses).,
C347,Post Matric Scholarship For Minorities,central,Any,Any,Any,0,200000,Any,Any,Student,Any,Secondary,A scholarship scheme by Ministry of Minority Affairs for students from minority communities pursuing a post-matric course from a notified institution in India in a government or private school. A total of five (5) lakh scholarships are targeted to be distributed as ‘Fresh’ Scholarships.,
C348,Post Matric Scholarship Scheme For The Students Belonging To Scheduled Tribe For Studies In India,central,Any,Any,Any,0,250000,Any,Any,Student,Any,Secondary,This is a centrally sponsored scheme by the Ministry of Tribal Affairs/ for the students of Scheduled Tribe (ST) for studies in India. This scheme is for pursuing higher education starting from class XI to Post Graduation courses in India.,
C349,Post Matric Scholarship Students With Disabilities,central,Any,Any,Any,0,250000,Any,Any,Student,Yes,Secondary,A scholarship scheme by DoEPwD for students with disabilities pursuing a post-matric qualification from UGC/AICTE recognized universities/ i.e. students of Class 11th/ Class 12th/ including Polytechnics/ Post-Matriculation Diploma/Certificates and Bachelor’s/Master’s Degree/Diploma in India.,
C350,Post Office Monthly Income Scheme,central,Any,18,Any,Any,Any,Any,Any,Any,Any,Any,POMIS is an investment scheme recognized and validated by the Ministry of Finance. It is one of the highest-earning schemes with an interest rate of 6.6%. The interest in this scheme is disbursed monthly. After opening a POMIS account/ individuals can invest a minimum amount of ₹1500.,
C351,Post-Doctoral Fellows,central,Any,Any,35,Any,Any,Any,Any,Student,Any,Postgraduate,The fellowship offers candidates the opportunity to pursue research in PRL’s cutting-edge science & engineering research areas. The tenure of the fellowship is for a maximum of two years/ subject to annual progress reviews. The fellowship provides a competitive stipend/ research opportunities.,
C352,Post-Graduate Scholarships for Professional Courses for SC/ST Candidates,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Postgraduate,The scheme has been initiated to provide opportunity to deprived sections of the society/ viz. SC/ST for undertaking postgraduate level studies in Professional subjects like Engineering & Technology/ Management/ Pharmacy etc. in recognised Indian Universities/Institutions/Colleges.,
C353,Post-Matric Scholarship for SC students,central,Any,Any,Any,0,250000,Any,Any,Student,Any,Secondary,The Post-Matric Scholarship Scheme for Scheduled Caste (SC) Students is a Centrally Sponsored Scheme implemented by the Ministry of Social Justice and Empowerment/ Government of India.,
C354,Pradhan Mantri Adarsh Gram Yojana,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,With a view to enabling an area-based development approach/ a new scheme Pradhan Mantri Adarsh Gram Yojana (PMAGY) was launched during 2009-10. The Scheme aims at the integrated development of Scheduled Castes majority villages.,
C355,Pradhan Mantri Awaas Yojana - Gramin,central,Any,18,Any,0,800000,Any,Any,Any,Any,Any,Launch on 1st April 2016/ Pradhan Mantri Awaas Yojana Gramin (PMAY-G) is centre's flagship mission by the Ministry of Rural Development (MoRD)/ implemented by the Ministry of Housing and Urban Affairs (MoHUA). PMAY-G addresses the rural housing shortage and bridges the housing deficit in rural areas,
